review_id,rating_date,employee_length,employee_status,employee_type,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,career_opportunities_rating,employee_location,employee_job_title,advice_to_management,review_pros,review_cons,rating_senior_leadership,rating_compensation_benefits,cleaned_text,sentiment_polarity,sentiment_subjectivity,sentiment_label,platform,S No.,Link,Upload Date,Views,Likes,Comments,Transcript/Transcript Link,Theme,segment
66.0,2025-02-18T00:00:00.000Z,2,REGULAR,Former employees,POSITIVE,DISAPPROVE,NEGATIVE,1.0,2.0,2.0,1.0,,"San Bernardino, CA",ICQA Associate,hr protective youre losing connection workers allow unions people feel safe work build career,needed job fast onboarding fast skills requirements low pay local average fun work robotics fulfillment center,metrics always part work experience day day optimizations pas always coming give feedback make seem like matters numbers focus numbers output focus focus focus problem even though could great kept high quality maintaining speed quality really draining especially 10 hour shifts industrial environment literally 2 sometimes none neighbors talk pass long day repetitive tasks thats another thing physical mental aspect repetitious task mentally draining despite regular safety meetings warnings signs plastered place theres much pressure increase performance consistently lots people cutting corners keep getting canned ended repetitive motion injury hand due pulling items cubbies basically already covered policies theres nothing grin bear recommendation educate safety policies speak loudly frequently group settings feel something isnt safe keep leadership accountable dont push physically meet numbers difficult youve got bills pay worth long term mobility health build skills find work another company respects body,1.0,3.0,needed job fast onboarding fast skills requirements low pay local average fun work robotics fulfillment center metrics always part work experience day day optimizations pas always coming give feedback make seem like matters numbers focus numbers output focus focus focus problem even though could great kept high quality maintaining speed quality really draining especially 10 hour shifts industrial environment literally 2 sometimes none neighbors talk pass long day repetitive tasks thats another thing physical mental aspect repetitious task mentally draining despite regular safety meetings warnings signs plastered place theres much pressure increase performance consistently lots people cutting corners keep getting canned ended repetitive motion injury hand due pulling items cubbies basically already covered policies theres nothing grin bear recommendation educate safety policies speak loudly frequently group settings feel something isnt safe keep leadership accountable dont push physically meet numbers difficult youve got bills pay worth long term mobility health build skills find work another company respects body,0.03339285714,0.3706299058,negative,Glassdoor,,,,,,,,"Burnout, Infrastructure, Management",Full-Time Associate
67.0,2025-02-18T00:00:00.000Z,2,REGULAR,Current employees,NAN,NAN,NAN,0.0,0.0,3.0,0.0,,"Bellevue, WA",Software Development Engineer (SDE),,good work lot learn,much work work life balance,0.0,0.0,good work lot learn much work work life balance,0.45,0.4,positive,Glassdoor,,,,,,,,,Other
68.0,2025-02-17T00:00:00.000Z,1,PART_TIME,"Former employee, less than 1 year",NAN,NAN,NAN,0.0,0.0,3.0,4.0,,"Portland, OR",Sortation Associate,,good pay shift options benefits,able train well employees,0.0,0.0,good pay shift options benefits able train well employees,0.6,0.6125,positive,Glassdoor,,,,,,,,Benefits,Other
69.0,2025-02-17T00:00:00.000Z,1,REGULAR,"Former employee, less than 1 year",POSITIVE,APPROVE,POSITIVE,5.0,5.0,5.0,4.0,,"Etna, OH",Associate,hire back didn’t know gone regret leaving,benefits amazon atoz app worked great thorough simple work repetitive made time fly,decent bit people didn’t speak much english would hard communicate sometimes everyone helpful needed,4.0,5.0,benefits amazon atoz app worked great thorough simple work repetitive made time fly decent bit people didn’t speak much english would hard communicate sometimes everyone helpful needed,0.175,0.4950680272,positive,Glassdoor,,,,,,,,"Burnout, Benefits",Full-Time Associate
70.0,2025-02-13T00:00:00.000Z,0,INTERN,Former employee,NAN,NAN,NAN,0.0,0.0,4.0,0.0,,"Tampa, FL",HR Partner Intern,,good pay benefits interns,since site 24 hours may get night shift,0.0,0.0,good pay benefits interns since site 24 hours may get night shift,0.7,0.6,positive,Glassdoor,,,,,,,,Benefits,Other
71.0,2025-02-12T00:00:00.000Z,0,CONTRACT,Former employee,NAN,NAN,NAN,0.0,0.0,2.0,0.0,,"Brampton, ON",Fulfillment Associate,,daytime hours good worklife balance,nighttime shift absolute mess,0.0,0.0,daytime hours good worklife balance nighttime shift absolute mess,0.2416666667,0.5583333333,positive,Glassdoor,,,,,,,,,Other
72.0,2025-02-11T00:00:00.000Z,0,INTERN,Former employee,NAN,NAN,NAN,0.0,0.0,4.0,0.0,,"Spokane, WA",Area Manager Intern,,hands work real experience managing associates,overwork interns like associate dont differentiate advocate work,0.0,0.0,hands work real experience managing associates overwork interns like associate dont differentiate advocate work,0.2,0.3,positive,Glassdoor,,,,,,,,,Management
73.0,2025-02-10T00:00:00.000Z,1,PART_TIME,"Current employee, less than 1 year",NAN,NAN,NAN,5.0,5.0,5.0,5.0,,Paderborn,FC Associate I,,fixed hours parttime fulltime available,pay overtime,5.0,5.0,fixed hours parttime fulltime available pay overtime,0.25,0.3,positive,Glassdoor,,,,,,,,,Other
74.0,2025-02-07T00:00:00.000Z,2,REGULAR,Former employees,POSITIVE,APPROVE,POSITIVE,4.0,4.0,5.0,4.0,,"Brampton, ON",Warehouse Associate,listen employees,provide healthy salary every six months salary hike good benefits,ask difficult targets internal politics still exist,4.0,4.0,provide healthy salary every six months salary hike good benefits ask difficult targets internal politics still exist,0.175,0.525,positive,Glassdoor,,,,,,,,"Infrastructure, Benefits",Full-Time Associate
75.0,2025-02-06T00:00:00.000Z,4,PART_TIME,Current employees,POSITIVE,APPROVE,POSITIVE,4.0,5.0,4.0,5.0,,"Delta, BC",Warehouse Worker,,good schedule good pay,heavy work load long shifts,4.0,5.0,good schedule good pay heavy work load long shifts,0.2875,0.525,positive,Glassdoor,,,,,,,,"Burnout, Benefits",Other
76.0,2025-02-06T00:00:00.000Z,1,CONTRACT,"Current employee, less than 1 year",NEUTRAL,APPROVE,POSITIVE,5.0,5.0,5.0,5.0,,"Gateshead, England",FC Associate,,good management best work culture nice colleagues,shift patterns break timings team leads,5.0,5.0,good management best work culture nice colleagues shift patterns break timings team leads,0.7666666667,0.6333333333,positive,Glassdoor,,,,,,,,Management,Other
77.0,2025-02-04T00:00:00.000Z,4,REGULAR,Current employees,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,2.0,1.0,1.0,,"Delta, BC",Process Associate,focus taking care people driving productivity acknowledge successful,job paid bills makes really appreciate working somewhere else,cared increasing productivity people whoever coined equality opportunity employees needs look definition save physical mental well look employment elsewhere,1.0,4.0,job paid bills makes really appreciate working somewhere else cared increasing productivity people whoever coined equality opportunity employees needs look definition save physical mental well look employment elsewhere,0.03333333333,0.180952381,negative,Glassdoor,,,,,,,,,Full-Time Associate
78.0,2025-02-03T00:00:00.000Z,0,REGULAR,Current employee,NAN,NAN,NAN,4.0,4.0,4.0,3.0,,"Boston, MA",Non-Inventory Receiver,,want smooth start work think good idea,internal promotion bit difficult may take long time,4.0,4.0,want smooth start work think good idea internal promotion bit difficult may take long time,0.11,0.5,positive,Glassdoor,,,,,,,,Burnout,Other
79.0,2025-01-28T00:00:00.000Z,0,PART_TIME,Current employee,NAN,NAN,NAN,4.0,4.0,4.0,4.0,,El Prat de Llobregat,Técnico de mantenimiento industrial,,horario flexible muchos pluses en fin de semana,el metro tarda mucho en llegar al prat,4.0,4.0,horario flexible muchos pluses en fin de semana el metro tarda mucho en llegar al prat,0.0,0.0,negative,Glassdoor,,,,,,,,,Other
80.0,2025-01-28T00:00:00.000Z,2,REGULAR,Former employees,NAN,NAN,NAN,0.0,0.0,4.0,0.0,,"Chattanooga, TN",Warehouse Packer,,job hard people friendly helpful,12 hour work days busy times,0.0,0.0,job hard people friendly helpful 12 hour work days busy times,0.06111111111,0.4472222222,negative,Glassdoor,,,,,,,,,Full-Time Picker/Packer
81.0,2025-01-23T00:00:00.000Z,4,REGULAR,Former employees,NEGATIVE,APPROVE,POSITIVE,2.0,3.0,2.0,1.0,,"Mississauga, ON",Whs Specialist,,fast paced challenging great learning opportunities great overall benefits day 1,hectic hours little flexibility pay structure call culture leads internal fights show better,2.0,3.0,fast paced challenging great learning opportunities great overall benefits day 1 hectic hours little flexibility pay structure call culture leads internal fights show better,0.3265625,0.5125,positive,Glassdoor,,,,,,,,Benefits,Other
83.0,2025-01-16T00:00:00.000Z,1,PART_TIME,"Current employee, less than 1 year",NAN,NAN,NAN,0.0,0.0,5.0,0.0,,Euskirchen,Sortiermitarbeiter,,gute leitungen gute mitarbeitern gute arbeit,es gibt keine kontras für der arbeit,0.0,0.0,gute leitungen gute mitarbeitern gute arbeit es gibt keine kontras für der arbeit,0.0,0.0,negative,Glassdoor,,,,,,,,,Other
84.0,2025-01-15T00:00:00.000Z,0,PART_TIME,Former employee,NAN,NAN,NAN,0.0,0.0,3.0,0.0,,"Warrington, North West England, England",FC Associate,,develops strong work ethic employees,consideration human feeling within workplace,0.0,0.0,develops strong work ethic employees consideration human feeling within workplace,0.2166666667,0.4166666667,positive,Glassdoor,,,,,,,,,Other
85.0,2025-01-11T00:00:00.000Z,1,REGULAR,"Former employee, less than 1 year",POSITIVE,NO_OPINION,POSITIVE,4.0,4.0,3.0,5.0,,"Hamilton, ON",Associate,eliminate hiring freeze,made mistake leaving never hard job well worth,cant get rehired arent hiring last,3.0,4.0,made mistake leaving never hard job well worth cant get rehired arent hiring last,0.1486111111,0.2361111111,positive,Glassdoor,,,,,,,,,Full-Time Associate
86.0,2025-01-11T00:00:00.000Z,2,REGULAR,Former employees,NAN,NAN,NEGATIVE,2.0,3.0,3.0,1.0,,"Dallas, TX",Associate,,pay bad paid weekly,work like dog regardless age ability retention rate ridiculous managers always quit moved around,3.0,3.0,pay bad paid weekly work like dog regardless age ability retention rate ridiculous managers always quit moved around,-0.5166666667,0.8333333333,negative,Glassdoor,,,,,,,,Infrastructure,Full-Time Associate
87.0,2025-01-11T00:00:00.000Z,1,REGULAR,"Current employee, less than 1 year",POSITIVE,APPROVE,POSITIVE,5.0,5.0,3.0,3.0,,"Huntley, IL",Palletizer,move people around get break positions give equal work everyone manager favors groups people,work friends sometimes take time job comes benefits,lot work body depending you’re placed you’re thing 10 hours straight lifting heavy heavy boxes,2.0,5.0,work friends sometimes take time job comes benefits lot work body depending you’re placed you’re thing 10 hours straight lifting heavy heavy boxes,-0.06666666667,0.4666666667,negative,Glassdoor,,,,,,,,Benefits,Other
88.0,2025-01-10T00:00:00.000Z,0,PART_TIME,Current employee,NAN,NAN,NAN,3.0,4.0,3.0,2.0,,"Edison, NJ",Stower,,make hours good pay free food sometimes,receptive brain mush boring physically mentally draining,3.0,3.0,make hours good pay free food sometimes receptive brain mush boring physically mentally draining,2.08e-17,0.65,negative,Glassdoor,,,,,,,,Benefits,Part-Time Stower
89.0,2025-01-10T00:00:00.000Z,4,REGULAR,Current employees,POSITIVE,APPROVE,NEGATIVE,4.0,4.0,3.0,4.0,,"Hamilton, ON",Associate,kind,benefit vacation tpo,big loads hard hours long,4.0,4.0,benefit vacation tpo big loads hard hours long,-0.1138888889,0.3472222222,negative,Glassdoor,,,,,,,,Burnout,Full-Time Associate
90.0,2025-01-10T00:00:00.000Z,2,REGULAR,Former employees,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,4.0,3.0,3.0,,"Grimes, IA",Associate,,ok money good supervisors swag bucks,heavy lifting safety concern dont expect care pay injuries,2.0,2.0,ok money good supervisors swag bucks heavy lifting safety concern dont expect care pay injuries,0.3333333333,0.5333333333,positive,Glassdoor,,,,,,,,Infrastructure,Full-Time Associate
91.0,2025-01-09T00:00:00.000Z,1,REGULAR,"Former employee, less than 1 year",NAN,NAN,NAN,0.0,0.0,4.0,0.0,,"Wilmington, DE",Fulfillment Center Warehouse Associate,streamline workflows reduce strain peak seasons enhance recognition programs boost morale provide better training new current associates act employee feedback improve job satisfaction,competitive pay benefits healthcare 401k stock options opportunities career advancement skill development fastpaced engaging work environment supportive team culture approachable management job stability global company,physically demanding especially peak seasons long shifts limited break times fluctuating workload sometimes stressful noisy warehouse environment,0.0,0.0,competitive pay benefits healthcare 401k stock options opportunities career advancement skill development fastpaced engaging work environment supportive team culture approachable management job stability global company physically demanding especially peak seasons long shifts limited break times fluctuating workload sometimes stressful noisy warehouse environment,0.1112244898,0.4836734694,positive,Glassdoor,,,,,,,,"Burnout, Infrastructure, Management, Benefits",Full-Time Associate
92.0,2025-01-08T00:00:00.000Z,1,REGULAR,"Current employee, less than 1 year",POSITIVE,APPROVE,POSITIVE,1.0,1.0,2.0,1.0,,"Monroe, OH",Cherry Picker,stop flirting employees trying get way,pay good that’s pretty much,it’s lot drama it’s know wanna even get different roll still paid,1.0,5.0,pay good that’s pretty much it’s lot drama it’s know wanna even get different roll still paid,0.2875,0.6,positive,Glassdoor,,,,,,,,,Full-Time Picker/Packer
93.0,2025-01-08T00:00:00.000Z,1,PART_TIME,"Current employee, less than 1 year",NAN,NAN,POSITIVE,4.0,4.0,4.0,5.0,,"Lubbock, TX",Seasonal Associate,,job repetitive relatively easy learn hr onsite helpful,job physically demanding get used isnt bad work ethic varies greatly hard work appreciated besides compliments managers,3.0,4.0,job repetitive relatively easy learn hr onsite helpful job physically demanding get used isnt bad work ethic varies greatly hard work appreciated besides compliments managers,-0.1013888889,0.4224206349,negative,Glassdoor,,,,,,,,Burnout,Other
94.0,2025-01-03T00:00:00.000Z,2,REGULAR,Former employees,POSITIVE,DISAPPROVE,NEGATIVE,3.0,4.0,3.0,2.0,,"Orlando, FL",Warehouse Associate,stowers waterspiders indirect role really need little bit directionlabor tracking,decent pay type work great benefits insurance 401k company stock educationcareer choice generous timeoff policy plenty people get know people person,physically demanding keeping job depends rate rate depend waterspider may care enough workgood work make rate stay bottom 5,3.0,4.0,decent pay type work great benefits insurance 401k company stock educationcareer choice generous timeoff policy plenty people get know people person physically demanding keeping job depends rate rate depend waterspider may care enough workgood work make rate stay bottom 5,0.2416666667,0.5148809524,positive,Glassdoor,,,,,,,,"Burnout, Infrastructure, Benefits",Full-Time Associate
95.0,2025-01-02T00:00:00.000Z,0,PART_TIME,Current employee,NAN,NAN,NAN,1.0,5.0,3.0,5.0,,"Robbinsville, NJ",Warehouse Sortation Associate,,pays bills guess,flex flex thing really annoying,2.0,3.0,pays bills guess flex flex thing really annoying,-0.8,0.9,negative,Glassdoor,,,,,,,,,Other
96.0,2025-01-01T00:00:00.000Z,4,REGULAR,Former employees,NEUTRAL,NO_OPINION,POSITIVE,4.0,4.0,3.0,4.0,,"Etna, OH",AA(Amazon Associate),management keeps rotating,work terms,heavy items slow season,3.0,3.0,work terms heavy items slow season,-0.25,0.45,negative,Glassdoor,,,,,,,,,Full-Time Associate
97.0,2024-12-29T00:00:00.000Z,1,CONTRACT,"Current employee, less than 1 year",POSITIVE,APPROVE,POSITIVE,5.0,5.0,5.0,5.0,,"Manchester, England",Warehouse Fulfillment Associate,management good,good nice culture,need improve salary range,5.0,5.0,good nice culture need improve salary range,0.65,0.8,positive,Glassdoor,,,,,,,,,Other
98.0,2024-12-29T00:00:00.000Z,0,PART_TIME,Former employee,NAN,NAN,POSITIVE,0.0,0.0,5.0,0.0,,"Dallas, TX",ICQA Associate,stay cat walk,benefits starts day1,standing long period times short lunches,0.0,0.0,benefits starts day1 standing long period times short lunches,-0.025,0.35,negative,Glassdoor,,,,,,,,"Burnout, Benefits",Other
99.0,2024-12-27T00:00:00.000Z,2,PART_TIME,Former employees,NEUTRAL,NO_OPINION,NEGATIVE,2.0,5.0,2.0,3.0,,"Greenfield, IN",Sorter Loader,,pay good time accumulating every shift nice,really didn’t care workers worked bathroom breaks like acceptable,3.0,2.0,pay good time accumulating every shift nice really didn’t care workers worked bathroom breaks like acceptable,0.5,0.6,positive,Glassdoor,,,,,,,,,Other
100.0,2024-12-25T00:00:00.000Z,1,REGULAR,"Former employee, less than 1 year",NEGATIVE,DISAPPROVE,NEGATIVE,1.0,5.0,1.0,2.0,,"Orlando, FL",Driver Associate,dont tell incoming employees youll offer bonuses say sike get hired,simple 4 day work week,10 hour shifts deal heat rain,1.0,1.0,simple 4 day work week 10 hour shifts deal heat rain,0.0,0.3571428571,negative,Glassdoor,,,,,,,,,Full-Time Associate
101.0,2024-12-25T00:00:00.000Z,0,PART_TIME,Current employee,POSITIVE,APPROVE,POSITIVE,2.0,4.0,3.0,3.0,,,Associate,,decent pay job nothing crazy,part time get 15 mins break,3.0,2.0,decent pay job nothing crazy part time get 15 mins break,-0.2166666667,0.7833333333,negative,Glassdoor,,,,,,,,,Other
102.0,2024-12-17T00:00:00.000Z,0,REGULAR,Current employee,NAN,NAN,NAN,5.0,5.0,5.0,5.0,,"Scarborough, ON",Warehouse Associate,,gain alot knowledge,ready stand whole shift,5.0,5.0,gain alot knowledge ready stand whole shift,0.2,0.45,positive,Glassdoor,,,,,,,,,Full-Time Associate
103.0,2024-12-17T00:00:00.000Z,20,REGULAR,Current employees,NAN,NAN,POSITIVE,5.0,5.0,5.0,5.0,,"Charleston, TN",Human Resource Associate Partner,,mutiple time options average health insurance options,small department lot room move without moving,5.0,4.0,mutiple time options average health insurance options small department lot room move without moving,-0.2,0.4,negative,Glassdoor,,,,,,,,Benefits,Full-Time Associate
105.0,2024-12-16T00:00:00.000Z,4,REGULAR,Current employees,NAN,NAN,NAN,1.0,1.0,1.0,1.0,,"San Bernardino, CA",Quality Control,,lots overtime worked 60hoursweek,cons pros website doesnt allow copy response,1.0,1.0,lots overtime worked 60hoursweek cons pros website doesnt allow copy response,0.0,0.0,negative,Glassdoor,,,,,,,,,Other
106.0,2024-12-15T00:00:00.000Z,2,PART_TIME,Current employees,POSITIVE,DISAPPROVE,POSITIVE,3.0,4.0,4.0,3.0,,"Sparrows Point, MD",Associate,,freedom opportunities career choice decent pay,physically tiring poor training enough benefits,3.0,3.0,freedom opportunities career choice decent pay physically tiring poor training enough benefits,-0.05833333333,0.4773809524,negative,Glassdoor,,,,,,,,Benefits,Other
108.0,2024-12-14T00:00:00.000Z,2,REGULAR,Current employees,POSITIVE,APPROVE,POSITIVE,3.0,4.0,5.0,4.0,,"St. Thomas, ON",Associate,,good pay rate associates,lot internal politics amazon warehouses,5.0,5.0,good pay rate associates lot internal politics amazon warehouses,0.35,0.3,positive,Glassdoor,,,,,,,,"Infrastructure, Benefits",Full-Time Associate
109.0,2024-12-12T00:00:00.000Z,0,REGULAR,Current employee,NAN,NAN,NAN,0.0,0.0,5.0,0.0,,"Council Bluffs, IA",Associate,,good place start warehouse job,temperature little chilly,0.0,0.0,good place start warehouse job temperature little chilly,-0.02916666667,0.6666666667,negative,Glassdoor,,,,,,,,,Full-Time Associate
110.0,2024-12-11T00:00:00.000Z,2,REGULAR,Former employees,NAN,NAN,NAN,0.0,0.0,3.0,0.0,,"Jeffersonville, IN",ICQA Associate,,pto work every night,lots turn monotonous,0.0,0.0,pto work every night lots turn monotonous,0.0,0.0,negative,Glassdoor,,,,,,,,Benefits,Full-Time Associate
111.0,2024-12-08T00:00:00.000Z,4,REGULAR,Former employees,NAN,NAN,NAN,5.0,5.0,4.0,4.0,,"Goodyear, AZ",Warehouse Worker,,really good benefits,jobs get overwhelming,4.0,5.0,really good benefits jobs get overwhelming,0.6,0.8,positive,Glassdoor,,,,,,,,Benefits,Full-Time Associate
112.0,2024-12-07T00:00:00.000Z,0,REGULAR,Current employee,NAN,NAN,NAN,0.0,0.0,4.0,0.0,,"Leeds, England",Warehouse Associate,,easy much weight handle,long shifts stationed one place,0.0,0.0,easy much weight handle long shifts stationed one place,0.1944444444,0.4777777778,positive,Glassdoor,,,,,,,,Burnout,Full-Time Associate
113.0,2024-12-05T00:00:00.000Z,4,REGULAR,Current employees,NAN,NAN,NEGATIVE,2.0,3.0,3.0,1.0,,"Edmonton, AB",Associate,,good money better average job,favouritism appreciation work you’ll get less work less give,3.0,3.0,good money better average job favouritism appreciation work you’ll get less work less give,0.1433333333,0.3266666667,positive,Glassdoor,,,,,,,,,Full-Time Associate
114.0,2024-12-04T00:00:00.000Z,9,REGULAR,Current employees,POSITIVE,NO_OPINION,POSITIVE,3.0,5.0,3.0,1.0,,"Windsor, CT",Packer,,fast advancements great benefits,high turnover much accountability long hours holiday season,3.0,3.0,fast advancements great benefits high turnover much accountability long hours holiday season,0.262,0.498,positive,Glassdoor,,,,,,,,"Burnout, Benefits",Full-Time Picker/Packer
115.0,2024-12-03T00:00:00.000Z,2,PART_TIME,Current employees,POSITIVE,APPROVE,POSITIVE,3.0,3.0,3.0,3.0,,"Avenel, NJ",FC Associate I,lower rate increase pay give shifts,simple work required,rate per hour slightly unreasonable due fact items heavy total it’s harder walk around pushing heavy cart,3.0,3.0,simple work required rate per hour slightly unreasonable due fact items heavy total it’s harder walk around pushing heavy cart,-0.1130952381,0.3784013605,negative,Glassdoor,,,,,,,,Infrastructure,Other
116.0,2024-12-03T00:00:00.000Z,4,REGULAR,Current employees,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,1.0,1.0,1.0,,"Saint Louis, MO",Inbound Stower,humans lives outside work somebody’s child wife husband father mother grandparent robots machines use toss away whenever feel like us amazon one choices make living families,great benefits flexible lots different positions try incase don’t like main role free holiday meals year come leave work whenever want using unpaid time pto lay school offer career programs although tests get difficult,forced mandatory extra time met 5 days 11 12 hours regular shift 3 days 12 hours get forced cross trained get labor shares different departments wether like position high expectations making “rates” position managers anyone lead positions micromanage breathe neck always getting watched judged everyone shut minimal concern nobody cares care saving behind get hurt well better pray don’t amcare send doctor lie say weren’t hurt don’t pay injury sue departments strict find reasons write use break time get back station sign scan something end break get trouble use break time walking break area far restrooms don’t forget need use break time come back break time you’ll get trouble,1.0,3.0,great benefits flexible lots different positions try incase don’t like main role free holiday meals year come leave work whenever want using unpaid time pto lay school offer career programs although tests get difficult forced mandatory extra time met 5 days 11 12 hours regular shift 3 days 12 hours get forced cross trained get labor shares different departments wether like position high expectations making “rates” position managers anyone lead positions micromanage breathe neck always getting watched judged everyone shut minimal concern nobody cares care saving behind get hurt well better pray don’t amcare send doctor lie say weren’t hurt don’t pay injury sue departments strict find reasons write use break time get back station sign scan something end break get trouble use break time walking break area far restrooms don’t forget need use break time come back break time you’ll get trouble,0.01555555556,0.4190598291,negative,Glassdoor,,,,,,,,"Infrastructure, Management, Benefits",Full-Time Stower
117.0,2024-12-02T00:00:00.000Z,0,REGULAR,Former employee,NAN,NAN,NAN,0.0,0.0,3.0,0.0,,"Orlando, FL",Picker,,lot hard work,care numbers,0.0,0.0,lot hard work care numbers,-0.2916666667,0.5416666667,negative,Glassdoor,,,,,,,,Infrastructure,Full-Time Picker/Packer
118.0,2024-11-30T00:00:00.000Z,2,PART_TIME,Current employees,NAN,APPROVE,POSITIVE,5.0,5.0,5.0,4.0,,"Ottawa, ON",Associate,,good base pay health benefits paid vacation,work heavy sometimes need physical strength,5.0,5.0,good base pay health benefits paid vacation work heavy sometimes need physical strength,-0.075,0.5607142857,negative,Glassdoor,,,,,,,,Benefits,Other
119.0,2024-11-29T00:00:00.000Z,1,REGULAR,"Current employee, less than 1 year",NAN,APPROVE,POSITIVE,0.0,0.0,5.0,5.0,,"Coconut Creek, FL",Picker/Packer,focus employee wellbeing encourage balance productivity employee health consider frequent breaks ergonomic assessments wellness programs,employment stability competitive pay benefits diverse workforce,physical demands management challenges monotonous tasks high turnover rates fast spaced environment,0.0,5.0,employment stability competitive pay benefits diverse workforce physical demands management challenges monotonous tasks high turnover rates fast spaced environment,0.12,0.4276190476,positive,Glassdoor,,,,,,,,"Infrastructure, Management, Benefits",Full-Time Picker/Packer
120.0,2024-11-27T00:00:00.000Z,0,REGULAR,Former employee,NAN,NAN,NAN,0.0,0.0,5.0,0.0,,"Charlotte, NC",Picking Associate,,paid hour u stay long enough u get better pay well least 1,ive heard treat ya like number robot,0.0,0.0,paid hour u stay long enough u get better pay well least 1 ive heard treat ya like number robot,0.0375,0.45,negative,Glassdoor,,,,,,,,Burnout,Full-Time Associate
121.0,2024-11-26T00:00:00.000Z,1,REGULAR,"Former employee, less than 1 year",POSITIVE,NO_OPINION,POSITIVE,3.0,5.0,4.0,2.0,,"Calgary, AB",Dock Worker,,great benefits great people work,work physically demanding,5.0,5.0,great benefits great people work work physically demanding,0.5333333333,0.5476190476,positive,Glassdoor,,,,,,,,"Burnout, Benefits",Full-Time Associate
122.0,2024-11-23T00:00:00.000Z,1,REGULAR,"Former employee, less than 1 year",POSITIVE,APPROVE,POSITIVE,4.0,3.0,4.0,3.0,,"Sioux Falls, SD",Reliability & Maintenance Engineering,,good pay company lovely colleagues,much heat lot noise,4.0,4.0,good pay company lovely colleagues much heat lot noise,0.4666666667,0.5166666667,positive,Glassdoor,,,,,,,,Benefits,Other
123.0,2024-11-20T00:00:00.000Z,0,REGULAR,Former employee,NAN,NAN,NAN,2.0,1.0,2.0,3.0,,"St. Thomas, ON",Warehouse Worker,,good pay nice shift hours,politics partiality play major role,1.0,4.0,good pay nice shift hours politics partiality play major role,0.4541666667,0.7,positive,Glassdoor,,,,,,,,Benefits,Full-Time Associate
124.0,2024-11-19T00:00:00.000Z,2,REGULAR,Former employees,NAN,NAN,NAN,3.0,3.0,3.0,1.0,,"Dartford, England",Warehouse Operative,,flexible working schedules good pay,extremely physical employees treated machine sometimes,3.0,4.0,flexible working schedules good pay extremely physical employees treated machine sometimes,0.35,0.3714285714,positive,Glassdoor,,,,,,,,Benefits,Other
125.0,2024-11-18T00:00:00.000Z,0,REGULAR,Former employee,NAN,NAN,NAN,1.0,1.0,1.0,1.0,,"Ottawa, ON",Warehouse Associate,treat associates respect dignity foster supportive environment especially challenging times ensure fair treatment employees including dealing workrelated injuries,good benefits valuable working experience opportunities learn grow,poor management support lack understanding personal hardships unfair treatment injured job highpressure environment unrealistic expectations times,1.0,1.0,good benefits valuable working experience opportunities learn grow poor management support lack understanding personal hardships unfair treatment injured job highpressure environment unrealistic expectations times,-0.14,0.7,negative,Glassdoor,,,,,,,,"Infrastructure, Management, Benefits",Full-Time Associate
126.0,2026-03-14T00:00:00.000Z,3+,REGULAR,former employee,NEUTRAL,NEUTRAL,POSITIVE,4.0,4.0,5.0,5.0,5.0,"Charlotte, NC",Warehouse Associate,communicate employees,,airconditioning,4.0,5.0,airconditioning,0.0,0.0,negative,Glassdoor,,,,,,,,,Full-Time Associate
127.0,2026-03-08T00:00:00.000Z,3+,REGULAR,Former employee,NEUTRAL,POSITIVE,POSITIVE,3.0,5.0,5.0,5.0,5.0,"Moreland, GA",Associate,listen employees give 5 minute grace periods every employee robot,great benefits decent pay flexible schedules,management unfair work like robot wear tear body,5.0,5.0,great benefits decent pay flexible schedules management unfair work like robot wear tear body,0.1555555556,0.8055555556,positive,Glassdoor,,,,,,,,"Burnout, Management, Benefits",Full-Time Associate
128.0,2026-03-26T00:00:00.000Z,<1,REGULAR,Current Employee,NAN,POSITIVE,POSITIVE,3.0,5.0,4.0,2.0,5.0,"Revere, MA",Associate,,clear expectations education benefits schedule flexibility,strict metrics physical toll limited interaction safety risks,3.0,3.0,clear expectations education benefits schedule flexibility strict metrics physical toll limited interaction safety risks,0.009523809524,0.223015873,negative,Glassdoor,,,,,,,,"Infrastructure, Benefits",Full-Time Associate
129.0,2026-03-10T00:00:00.000Z,,REGULAR,Former Employee,POSITIVE,NEGATIVE,NEGATIVE,1.0,4.0,1.0,1.0,1.0,"Springdale, OH",Process Assitant,,good pay,enough therapy,1.0,4.0,good pay enough therapy,0.35,0.55,positive,Glassdoor,,,,,,,,Benefits,Other
130.0,2026-03-03T00:00:00.000Z,,REGULAR,Current Employee,NAN,NAN,NAN,,,3.0,,,"Cambridge, ON",Associate,,good benefits,environment sucks,,,good benefits environment sucks,0.2,0.45,positive,Glassdoor,,,,,,,,"Infrastructure, Benefits",Full-Time Associate
131.0,2026-03-03T00:00:00.000Z,3+,REGULAR,Former employee,NAN,NAN,NAN,,,4.0,,,"Huntington Beach, CA",Associate,,crazy requirements,strict time rules,,,crazy requirements strict time rules,-0.6,0.9,negative,Glassdoor,,,,,,,,Infrastructure,Full-Time Associate
